City_country,Rank,Attribute,Value
"Dusseldorf, Germany",108,Public Transport,84.3
"Dusseldorf, Germany",108,Petrol 50L ,113
"Dusseldorf, Germany",108,Utility Bills ,217.42
"Dusseldorf, Germany",108,Internet 60mbps ,32.03
"Dusseldorf, Germany",108,Gym Monthly ,33.82
"Dusseldorf, Germany",108,Cinema Ticket,12.64
"Dusseldorf, Germany",108,Levi 501 Jeans ,109.14
"Dusseldorf, Germany",108,Summer dress ,39.14
"Dusseldorf, Germany",108,Nike Runners ,84.77
"Minneapolis, United States of America",109,Food,188.22
"Minneapolis, United States of America",109,Public Transport,85
"Minneapolis, United States of America",109,Petrol 50L ,54
"Minneapolis, United States of America",109,Utility Bills ,143.33
"Minneapolis, United States of America",109,Internet 60mbps ,59.87
"Minneapolis, United States of America",109,Gym Monthly ,69.38
"Minneapolis, United States of America",109,Cinema Ticket,11.5
"Minneapolis, United States of America",109,Levi 501 Jeans ,42.09
"Minneapolis, United States of America",109,Summer dress ,31
"Minneapolis, United States of America",109,Nike Runners ,76.27
"Adelaide, Australia",110,Food,167.06
"Adelaide, Australia",110,Public Transport,71.36
"Adelaide, Australia",110,Petrol 50L ,68
"Adelaide, Australia",110,Utility Bills ,210.07
"Adelaide, Australia",110,Internet 60mbps ,48.5
"Adelaide, Australia",110,Gym Monthly ,41.43
"Adelaide, Australia",110,Cinema Ticket,12.23
"Adelaide, Australia",110,Levi 501 Jeans ,67.56
"Adelaide, Australia",110,Summer dress ,46.7
"Adelaide, Australia",110,Nike Runners ,94.36
"Eindhoven, Netherlands",111,Food,172.55
"Eindhoven, Netherlands",111,Public Transport,105.37
"Eindhoven, Netherlands",111,Petrol 50L ,111.5
"Eindhoven, Netherlands",111,Utility Bills ,217.37
"Eindhoven, Netherlands",111,Internet 60mbps ,42.35
"Eindhoven, Netherlands",111,Gym Monthly ,33.01
"Eindhoven, Netherlands",111,Cinema Ticket,12.64
"Eindhoven, Netherlands",111,Levi 501 Jeans ,70.78
"Eindhoven, Netherlands",111,Summer dress ,33.46
"Eindhoven, Netherlands",111,Nike Runners ,86.14
"Cambridge, United Kingdom",112,Food,178.54
"Cambridge, United Kingdom",112,Public Transport,71.34
"Cambridge, United Kingdom",112,Petrol 50L ,100.5
"Cambridge, United Kingdom",112,Utility Bills ,259.08
"Cambridge, United Kingdom",112,Internet 60mbps ,35.67
"Cambridge, United Kingdom",112,Gym Monthly ,38.54
"Cambridge, United Kingdom",112,Cinema Ticket,14.15
"Cambridge, United Kingdom",112,Levi 501 Jeans ,89.61
"Cambridge, United Kingdom",112,Summer dress ,39.63
"Cambridge, United Kingdom",112,Nike Runners ,100.71
"Oxford, United Kingdom",113,Food,156.91
"Oxford, United Kingdom",113,Public Transport,86.88
"Oxford, United Kingdom",113,Petrol 50L ,98.5
"Oxford, United Kingdom",113,Utility Bills ,205.59
"Oxford, United Kingdom",113,Internet 60mbps ,35.67
"Oxford, United Kingdom",113,Gym Monthly ,51.93
"Oxford, United Kingdom",113,Cinema Ticket,12.3
"Oxford, United Kingdom",113,Levi 501 Jeans ,67.65
"Oxford, United Kingdom",113,Summer dress ,43.05
"Oxford, United Kingdom",113,Nike Runners ,77.49
"Darwin, Australia",114,Food,183.79
"Darwin, Australia",114,Public Transport,43.14
"Darwin, Australia",114,Petrol 50L ,67
"Darwin, Australia",114,Utility Bills ,170.7
"Darwin, Australia",114,Internet 60mbps ,60.68
"Darwin, Australia",114,Gym Monthly ,43.09
"Darwin, Australia",114,Cinema Ticket,16.65
"Darwin, Australia",114,Levi 501 Jeans ,64.56
"Darwin, Australia",114,Summer dress ,40.77
"Darwin, Australia",114,Nike Runners ,105.33
"Eugene, United States of America",115,Food,195.8
"Eugene, United States of America",115,Public Transport,35
"Eugene, United States of America",115,Petrol 50L ,64
"Eugene, United States of America",115,Utility Bills ,187.2
"Eugene, United States of America",115,Internet 60mbps ,61.33
"Eugene, United States of America",115,Gym Monthly ,27.5
"Eugene, United States of America",115,Cinema Ticket,9.75
"Eugene, United States of America",115,Levi 501 Jeans ,50
"Eugene, United States of America",115,Summer dress ,37.5
"Eugene, United States of America",115,Nike Runners ,102.14
"Nantes, France",116,Food,176.84
"Nantes, France",116,Public Transport,57.96
"Nantes, France",116,Petrol 50L ,106
"Nantes, France",116,Utility Bills ,175.57
"Nantes, France",116,Internet 60mbps ,33.87
"Nantes, France",116,Gym Monthly ,29.27
"Nantes, France",116,Cinema Ticket,12.64
"Nantes, France",116,Levi 501 Jeans ,108.01
"Nantes, France",116,Summer dress ,30.3
"Nantes, France",116,Nike Runners ,90.32
"Groningen, Netherlands",117,Food,193.19
"Groningen, Netherlands",117,Public Transport,94.84
"Groningen, Netherlands",117,Petrol 50L ,111
"Groningen, Netherlands",117,Utility Bills ,271.85
"Groningen, Netherlands",117,Internet 60mbps ,44.05
"Groningen, Netherlands",117,Gym Monthly ,29.15
"Groningen, Netherlands",117,Cinema Ticket,12.64
"Groningen, Netherlands",117,Levi 501 Jeans ,80.98
"Groningen, Netherlands",117,Summer dress ,32.23
"Groningen, Netherlands",117,Nike Runners ,94.31
"San Diego, United States of America",118,Food,215.3
"San Diego, United States of America",118,Public Transport,75
"San Diego, United States of America",118,Petrol 50L ,80.5
"San Diego, United States of America",118,Utility Bills ,201.77
"San Diego, United States of America",118,Internet 60mbps ,74.15
"San Diego, United States of America",118,Gym Monthly ,48.42
"San Diego, United States of America",118,Cinema Ticket,15
"San Diego, United States of America",118,Levi 501 Jeans ,53.95
"San Diego, United States of America",118,Summer dress ,42.06
"San Diego, United States of America",118,Nike Runners ,89.62
"Ramat Gan, Israel",119,Food,227.62
"Ramat Gan, Israel",119,Public Transport,64.59
"Ramat Gan, Israel",119,Petrol 50L ,102
"Ramat Gan, Israel",119,Utility Bills ,213.57
"Ramat Gan, Israel",119,Internet 60mbps ,30.06
"Ramat Gan, Israel",119,Gym Monthly ,76.75
"Ramat Gan, Israel",119,Cinema Ticket,12.62
"Ramat Gan, Israel",119,Levi 501 Jeans ,92.23
"Ramat Gan, Israel",119,Summer dress ,61.62
"Ramat Gan, Israel",119,Nike Runners ,128.34
"Hamburg, Germany",120,Food,162.79
"Hamburg, Germany",120,Public Transport,96.94
"Hamburg, Germany",120,Petrol 50L ,112
"Hamburg, Germany",120,Utility Bills ,287.14
"Hamburg, Germany",120,Internet 60mbps ,37.75
"Hamburg, Germany",120,Gym Monthly ,55.36
"Hamburg, Germany",120,Cinema Ticket,15.81
"Hamburg, Germany",120,Levi 501 Jeans ,92.23
"Hamburg, Germany",120,Summer dress ,44.37
"Hamburg, Germany",120,Nike Runners ,108.62
"Atlanta, United States of America",122,Food,179.84
"Atlanta, United States of America",122,Public Transport,95
"Atlanta, United States of America",122,Petrol 50L ,50.5
"Atlanta, United States of America",122,Utility Bills ,213.22
"Atlanta, United States of America",122,Internet 60mbps ,73.7
"Atlanta, United States of America",122,Gym Monthly ,40.18
"Atlanta, United States of America",122,Cinema Ticket,15
"Atlanta, United States of America",122,Levi 501 Jeans ,56.38
"Atlanta, United States of America",122,Summer dress ,38.48
"Atlanta, United States of America",122,Nike Runners ,83.75
"Denver, United States of America",123,Food,205.04
"Denver, United States of America",123,Public Transport,114
"Denver, United States of America",123,Petrol 50L ,57.5
"Denver, United States of America",123,Utility Bills ,158.16
"Denver, United States of America",123,Internet 60mbps ,73.23
"Denver, United States of America",123,Gym Monthly ,73.18
"Denver, United States of America",123,Cinema Ticket,14
"Denver, United States of America",123,Levi 501 Jeans ,60.08
"Denver, United States of America",123,Summer dress ,37.63
"Denver, United States of America",123,Nike Runners ,85.33
"Birmingham, United States of America",126,Food,185.82
"Birmingham, United States of America",126,Public Transport,55
"Birmingham, United States of America",126,Petrol 50L ,58.5
"Birmingham, United States of America",126,Utility Bills ,213.78
"Birmingham, United States of America",126,Internet 60mbps ,69.43
"Birmingham, United States of America",126,Gym Monthly ,46.75
"Birmingham, United States of America",126,Cinema Ticket,10
"Birmingham, United States of America",126,Levi 501 Jeans ,65.57
"Birmingham, United States of America",126,Summer dress ,41.71
"Birmingham, United States of America",126,Nike Runners ,81.29
"Frankfurt, Germany",127,Food,163.58
"Frankfurt, Germany",127,Public Transport,98.1
"Frankfurt, Germany",127,Petrol 50L ,112.5
"Frankfurt, Germany",127,Utility Bills ,341.76
"Frankfurt, Germany",127,Internet 60mbps ,38.65
"Frankfurt, Germany",127,Gym Monthly ,47.13
"Frankfurt, Germany",127,Cinema Ticket,12.91
"Frankfurt, Germany",127,Levi 501 Jeans ,86.4
"Frankfurt, Germany",127,Summer dress ,37.35
"Frankfurt, Germany",127,Nike Runners ,96.63
"Wellington, New Zealand",128,Food,172.02
"Wellington, New Zealand",128,Public Transport,96.21
"Wellington, New Zealand",128,Petrol 50L ,90.5
"Wellington, New Zealand",128,Utility Bills ,138.14
"Wellington, New Zealand",128,Internet 60mbps ,53.65
"Wellington, New Zealand",128,Gym Monthly ,33.42
"Wellington, New Zealand",128,Cinema Ticket,11.55
"Wellington, New Zealand",128,Levi 501 Jeans ,71.68
"Wellington, New Zealand",128,Summer dress ,40.55
"Wellington, New Zealand",128,Nike Runners ,91.08
"Asheville, United States of America",129,Food,195.83
"Asheville, United States of America",129,Public Transport,20
"Asheville, United States of America",129,Petrol 50L ,59
"Asheville, United States of America",129,Utility Bills ,261.69
"Asheville, United States of America",129,Internet 60mbps ,69.37
"Asheville, United States of America",129,Gym Monthly ,41.17
"Asheville, United States of America",129,Cinema Ticket,12.75
"Asheville, United States of America",129,Levi 501 Jeans ,53.75
"Asheville, United States of America",129,Summer dress ,36.8
"Asheville, United States of America",129,Nike Runners ,84.25
"Trieste, Italy",130,Food,174.9
"Trieste, Italy",130,Public Transport,37.67
"Trieste, Italy",130,Petrol 50L ,113
"Trieste, Italy",130,Utility Bills ,209.24
"Trieste, Italy",130,Internet 60mbps ,33.34
"Trieste, Italy",130,Gym Monthly ,57.96
"Trieste, Italy",130,Cinema Ticket,10.54
"Trieste, Italy",130,Levi 501 Jeans ,94.84
"Trieste, Italy",130,Summer dress ,34.77
"Trieste, Italy",130,Nike Runners ,90.62
"Fort Myers, United States of America",131,Food,192.37
"Fort Myers, United States of America",131,Public Transport,30
"Fort Myers, United States of America",131,Petrol 50L ,59
"Fort Myers, United States of America",131,Utility Bills ,169.61
"Fort Myers, United States of America",131,Internet 60mbps ,71.25
"Fort Myers, United States of America",131,Gym Monthly ,38
"Fort Myers, United States of America",131,Cinema Ticket,13.45
"Fort Myers, United States of America",131,Levi 501 Jeans ,37.17
"Fort Myers, United States of America",131,Summer dress ,51
"Fort Myers, United States of America",131,Nike Runners ,63.16
"Newcastle, Australia",132,Food,172.64
"Newcastle, Australia",132,Public Transport,135.92
"Newcastle, Australia",132,Petrol 50L ,67.5
"Newcastle, Australia",132,Utility Bills ,198.48
"Newcastle, Australia",132,Internet 60mbps ,48.42
"Newcastle, Australia",132,Gym Monthly ,36.43
"Newcastle, Australia",132,Cinema Ticket,12.91
"Newcastle, Australia",132,Levi 501 Jeans ,71.36
"Newcastle, Australia",132,Summer dress ,32.28
"Newcastle, Australia",132,Nike Runners ,89.7
"Portsmouth, United Kingdom",133,Food,149.49
"Portsmouth, United Kingdom",133,Public Transport,77.01
"Portsmouth, United Kingdom",133,Petrol 50L ,97
"Portsmouth, United Kingdom",133,Utility Bills ,145.96
"Portsmouth, United Kingdom",133,Internet 60mbps ,35.06
"Portsmouth, United Kingdom",133,Gym Monthly ,29.06
"Portsmouth, United Kingdom",133,Cinema Ticket,7.69
"Portsmouth, United Kingdom",133,Levi 501 Jeans ,60.13
"Portsmouth, United Kingdom",133,Summer dress ,31.98
"Portsmouth, United Kingdom",133,Nike Runners ,71.75
"Halifax, Canada",134,Food,172.71
"Halifax, Canada",134,Public Transport,61.14
"Halifax, Canada",134,Petrol 50L ,71
"Halifax, Canada",134,Utility Bills ,140.5
"Halifax, Canada",134,Internet 60mbps ,75.81
"Halifax, Canada",134,Gym Monthly ,44.31
"Halifax, Canada",134,Cinema Ticket,11.12
"Halifax, Canada",134,Levi 501 Jeans ,66.02
"Halifax, Canada",134,Summer dress ,36.41
"Halifax, Canada",134,Nike Runners ,88.89
"Vienna, Austria",135,Food,169.82
"Vienna, Austria",135,Public Transport,34.77
"Vienna, Austria",135,Petrol 50L ,101.5
"Vienna, Austria",135,Utility Bills ,216.55
"Vienna, Austria",135,Internet 60mbps ,34.15
"Vienna, Austria",135,Gym Monthly ,29.72
"Vienna, Austria",135,Cinema Ticket,12.38
"Vienna, Austria",135,Levi 501 Jeans ,96.7
"Vienna, Austria",135,Summer dress ,35.35
"Vienna, Austria",135,Nike Runners ,93.82
"Heidelberg, Germany",136,Food,155.85
"Heidelberg, Germany",136,Public Transport,84.3
"Heidelberg, Germany",136,Petrol 50L ,111
"Heidelberg, Germany",136,Utility Bills ,287.93
"Heidelberg, Germany",136,Internet 60mbps ,39.32
"Heidelberg, Germany",136,Gym Monthly ,45.55
"Heidelberg, Germany",136,Cinema Ticket,14.75
"Heidelberg, Germany",136,Levi 501 Jeans ,92.73
"Heidelberg, Germany",136,Summer dress ,30.3
"Heidelberg, Germany",136,Nike Runners ,99.35
"Indianapolis, United States of America",137,Food,201.96
"Indianapolis, United States of America",137,Public Transport,60
"Indianapolis, United States of America",137,Petrol 50L ,60
"Indianapolis, United States of America",137,Utility Bills ,225.27
"Indianapolis, United States of America",137,Internet 60mbps ,72.62
"Indianapolis, United States of America",137,Gym Monthly ,46.12
"Indianapolis, United States of America",137,Cinema Ticket,12
"Indianapolis, United States of America",137,Levi 501 Jeans ,44.44
"Indianapolis, United States of America",137,Summer dress ,32.06
"Indianapolis, United States of America",137,Nike Runners ,77.86
"Edinburgh, United Kingdom",138,Food,160.44
"Edinburgh, United Kingdom",138,Public Transport,73.8
"Edinburgh, United Kingdom",138,Petrol 50L ,98.5
"Edinburgh, United Kingdom",138,Utility Bills ,205.54
"Edinburgh, United Kingdom",138,Internet 60mbps ,34.38
"Edinburgh, United Kingdom",138,Gym Monthly ,38.35
"Edinburgh, United Kingdom",138,Cinema Ticket,10.46
"Edinburgh, United Kingdom",138,Levi 501 Jeans ,74.68
"Edinburgh, United Kingdom",138,Summer dress ,43.33
"Edinburgh, United Kingdom",138,Nike Runners ,79.18
"Jacksonville, United States of America",139,Food,181.88
"Jacksonville, United States of America",139,Public Transport,47.5
"Jacksonville, United States of America",139,Petrol 50L ,59
"Jacksonville, United States of America",139,Utility Bills ,139.05
"Jacksonville, United States of America",139,Internet 60mbps ,68.45
"Jacksonville, United States of America",139,Gym Monthly ,26.88
"Jacksonville, United States of America",139,Cinema Ticket,14
"Jacksonville, United States of America",139,Levi 501 Jeans ,49.75
"Jacksonville, United States of America",139,Summer dress ,34.88
"Jacksonville, United States of America",139,Nike Runners ,73.38
"Buffalo, United States of America",140,Food,188.31
"Buffalo, United States of America",140,Public Transport,75
"Buffalo, United States of America",140,Petrol 50L ,58
"Buffalo, United States of America",140,Utility Bills ,177.81
"Buffalo, United States of America",140,Internet 60mbps ,73.5
"Buffalo, United States of America",140,Gym Monthly ,30
"Buffalo, United States of America",140,Cinema Ticket,15
"Buffalo, United States of America",140,Levi 501 Jeans ,53.17
"Buffalo, United States of America",140,Summer dress ,27
"Buffalo, United States of America",140,Nike Runners ,79.43
"Olympia, United States of America",141,Food,176.82
"Olympia, United States of America",141,Public Transport,0
"Olympia, United States of America",141,Petrol 50L ,66
"Olympia, United States of America",141,Utility Bills ,168.89
"Olympia, United States of America",141,Internet 60mbps ,67
"Olympia, United States of America",141,Gym Monthly ,37.25
"Olympia, United States of America",141,Cinema Ticket,12
"Olympia, United States of America",141,Levi 501 Jeans ,39.29
"Olympia, United States of America",141,Summer dress ,35
"Olympia, United States of America",141,Nike Runners ,64.83
"Austin, United States of America",143,Food,190.97
"Austin, United States of America",143,Public Transport,42
"Austin, United States of America",143,Petrol 50L ,52
"Austin, United States of America",143,Utility Bills ,156.47
"Austin, United States of America",143,Internet 60mbps ,65.38
"Austin, United States of America",143,Gym Monthly ,46.45
"Austin, United States of America",143,Cinema Ticket,13
"Austin, United States of America",143,Levi 501 Jeans ,56.21
"Austin, United States of America",143,Summer dress ,38.53
"Austin, United States of America",143,Nike Runners ,87.91
"Brisbane, Australia",144,Food,167.15
"Brisbane, Australia",144,Public Transport,134.56
"Brisbane, Australia",144,Petrol 50L ,69
"Brisbane, Australia",144,Utility Bills ,143.1
"Brisbane, Australia",144,Internet 60mbps ,51.29
"Brisbane, Australia",144,Gym Monthly ,41.84
"Brisbane, Australia",144,Cinema Ticket,12.23
"Brisbane, Australia",144,Levi 501 Jeans ,72.56
"Brisbane, Australia",144,Summer dress ,42.17
"Brisbane, Australia",144,Nike Runners ,107.32
"Male, Maldives",145,Food,103.66
"Male, Maldives",145,Public Transport,21.6
"Male, Maldives",145,Petrol 50L ,44.5
"Male, Maldives",145,Utility Bills ,159.57
"Male, Maldives",145,Internet 60mbps ,103.19
"Male, Maldives",145,Gym Monthly ,75.29
"Male, Maldives",145,Cinema Ticket,8.35
"Male, Maldives",145,Levi 501 Jeans ,51.05
"Male, Maldives",145,Summer dress ,42.55
"Male, Maldives",145,Nike Runners ,96.8
"Sliema, Malta",146,Food,180.08
"Sliema, Malta",146,Public Transport,27.4
"Sliema, Malta",146,Petrol 50L ,72
"Sliema, Malta",146,Utility Bills ,112.74
"Sliema, Malta",146,Internet 60mbps ,36.88
"Sliema, Malta",146,Gym Monthly ,59.45
"Sliema, Malta",146,Cinema Ticket,10.54
"Sliema, Malta",146,Levi 501 Jeans ,73.76
"Sliema, Malta",146,Summer dress ,34.62
"Sliema, Malta",146,Nike Runners ,92.86
"Rochester, United States of America",147,Food,192.35
"Rochester, United States of America",147,Public Transport,56
"Rochester, United States of America",147,Petrol 50L ,61.5
"Rochester, United States of America",147,Utility Bills ,150.75
"Rochester, United States of America",147,Internet 60mbps ,67
"Rochester, United States of America",147,Gym Monthly ,41.25
"Rochester, United States of America",147,Cinema Ticket,11
"Rochester, United States of America",147,Levi 501 Jeans ,47.38
"Rochester, United States of America",147,Summer dress ,29.17
"Rochester, United States of America",147,Nike Runners ,69.17
"Christchurch, New Zealand",148,Food,165.59
"Christchurch, New Zealand",148,Public Transport,73.9
"Christchurch, New Zealand",148,Petrol 50L ,89
"Christchurch, New Zealand",148,Utility Bills ,111.66
"Christchurch, New Zealand",148,Internet 60mbps ,49.09
"Christchurch, New Zealand",148,Gym Monthly ,39.22
"Christchurch, New Zealand",148,Cinema Ticket,12.19
"Christchurch, New Zealand",148,Levi 501 Jeans ,75.73
"Christchurch, New Zealand",148,Summer dress ,42.68
"Christchurch, New Zealand",148,Nike Runners ,96.59
"Toronto, Canada",149,Food,198.09
"Toronto, Canada",149,Public Transport,115.62
"Toronto, Canada",149,Petrol 50L ,72
"Toronto, Canada",149,Utility Bills ,127.96
"Toronto, Canada",149,Internet 60mbps ,54.91
"Toronto, Canada",149,Gym Monthly ,46.66
"Toronto, Canada",149,Cinema Ticket,11.12
"Toronto, Canada",149,Levi 501 Jeans ,60.67
"Toronto, Canada",149,Summer dress ,37.89
"Toronto, Canada",149,Nike Runners ,91.66
"Orlando, United States of America",150,Food,185.98
"Orlando, United States of America",150,Public Transport,50
"Orlando, United States of America",150,Petrol 50L ,57.5
"Orlando, United States of America",150,Utility Bills ,165.59
"Orlando, United States of America",150,Internet 60mbps ,74.52
"Orlando, United States of America",150,Gym Monthly ,40.07
"Orlando, United States of America",150,Cinema Ticket,13
"Orlando, United States of America",150,Levi 501 Jeans ,40.37
"Orlando, United States of America",150,Summer dress ,30.27
"Orlando, United States of America",150,Nike Runners ,78.97
"Dunedin, New Zealand",151,Food,181.26
"Dunedin, New Zealand",151,Public Transport,28.86
"Dunedin, New Zealand",151,Petrol 50L ,90.5
"Dunedin, New Zealand",151,Utility Bills ,118.66
"Dunedin, New Zealand",151,Internet 60mbps ,50.83
"Dunedin, New Zealand",151,Gym Monthly ,51.15
"Dunedin, New Zealand",151,Cinema Ticket,9.62
"Dunedin, New Zealand",151,Levi 501 Jeans ,70.55
"Dunedin, New Zealand",151,Summer dress ,38.48
"Dunedin, New Zealand",151,Nike Runners ,91.93
"Turku, Finland",152,Food,210.68
"Turku, Finland",152,Public Transport,57.96
"Turku, Finland",152,Petrol 50L ,116
"Turku, Finland",152,Utility Bills ,151.08
"Turku, Finland",152,Internet 60mbps ,20.61
"Turku, Finland",152,Gym Monthly ,42.89
"Turku, Finland",152,Cinema Ticket,15.28
"Turku, Finland",152,Levi 501 Jeans ,86.93
"Turku, Finland",152,Summer dress ,32.9
"Turku, Finland",152,Nike Runners ,79.03
"Plymouth, United Kingdom",153,Food,164.43
"Plymouth, United Kingdom",153,Public Transport,67.65
"Plymouth, United Kingdom",153,Petrol 50L ,94.5
"Plymouth, United Kingdom",153,Utility Bills ,258.8
"Plymouth, United Kingdom",153,Internet 60mbps ,32.39
"Plymouth, United Kingdom",153,Gym Monthly ,39.71
"Plymouth, United Kingdom",153,Cinema Ticket,11.69
"Plymouth, United Kingdom",153,Levi 501 Jeans ,81.03
"Plymouth, United Kingdom",153,Summer dress ,40.9
"Plymouth, United Kingdom",153,Nike Runners ,75.56
"Swindon, United Kingdom",154,Food,153.66
"Swindon, United Kingdom",154,Public Transport,70.73
"Swindon, United Kingdom",154,Petrol 50L ,96
"Swindon, United Kingdom",154,Utility Bills ,280.1
"Swindon, United Kingdom",154,Internet 60mbps ,39.36
"Swindon, United Kingdom",154,Gym Monthly ,33.83
"Swindon, United Kingdom",154,Cinema Ticket,12.91
"Swindon, United Kingdom",154,Levi 501 Jeans ,90.2
"Swindon, United Kingdom",154,Summer dress ,36.9
"Swindon, United Kingdom",154,Nike Runners ,79.95
"Canberra, Australia",155,Food,178.01
"Canberra, Australia",155,Public Transport,71.36
"Canberra, Australia",155,Petrol 50L ,68.5
"Canberra, Australia",155,Utility Bills ,147.67
"Canberra, Australia",155,Internet 60mbps ,51.28
"Canberra, Australia",155,Gym Monthly ,45.75
"Canberra, Australia",155,Cinema Ticket,12.23
"Canberra, Australia",155,Levi 501 Jeans ,58.93
"Canberra, Australia",155,Summer dress ,34.06
"Canberra, Australia",155,Nike Runners ,86.65
"Manchester, United Kingdom",156,Food,162.93
"Manchester, United Kingdom",156,Public Transport,86.1
"Manchester, United Kingdom",156,Petrol 50L ,101
"Manchester, United Kingdom",156,Utility Bills ,255.46
"Manchester, United Kingdom",156,Internet 60mbps ,34.03
"Manchester, United Kingdom",156,Gym Monthly ,32.27
"Manchester, United Kingdom",156,Cinema Ticket,11.69
"Manchester, United Kingdom",156,Levi 501 Jeans ,83.25
"Manchester, United Kingdom",156,Summer dress ,34.73
"Manchester, United Kingdom",156,Nike Runners ,77.04
"Gothenburg, Sweden",158,Food,157.05
"Gothenburg, Sweden",158,Public Transport,78.93
"Gothenburg, Sweden",158,Petrol 50L ,98
"Gothenburg, Sweden",158,Utility Bills ,117.13
"Gothenburg, Sweden",158,Internet 60mbps ,30.25
"Gothenburg, Sweden",158,Gym Monthly ,33.35
"Gothenburg, Sweden",158,Cinema Ticket,14.53
"Gothenburg, Sweden",158,Levi 501 Jeans ,87.43
"Gothenburg, Sweden",158,Summer dress ,34.23
"Gothenburg, Sweden",158,Nike Runners ,87.67
"Cleveland, United States of America",159,Food,196.83
"Cleveland, United States of America",159,Public Transport,95
"Cleveland, United States of America",159,Petrol 50L ,56.5
"Cleveland, United States of America",159,Utility Bills ,191.73
"Cleveland, United States of America",159,Internet 60mbps ,69.44
"Cleveland, United States of America",159,Gym Monthly ,36.9
"Cleveland, United States of America",159,Cinema Ticket,12
"Cleveland, United States of America",159,Levi 501 Jeans ,50.22
"Cleveland, United States of America",159,Summer dress ,33.55
"Cleveland, United States of America",159,Nike Runners ,86.11
"Vancouver, Canada",160,Food,199
"Vancouver, Canada",160,Public Transport,95.24
"Vancouver, Canada",160,Petrol 50L ,79
"Vancouver, Canada",160,Utility Bills ,91.93
"Vancouver, Canada",160,Internet 60mbps ,62.95
"Vancouver, Canada",160,Gym Monthly ,46.24
"Vancouver, Canada",160,Cinema Ticket,12.6
"Vancouver, Canada",160,Levi 501 Jeans ,58.69
"Vancouver, Canada",160,Summer dress ,37.87
"Vancouver, Canada",160,Nike Runners ,87.35
"Limerick, Ireland",161,Food,163.47
"Limerick, Ireland",161,Public Transport,61.47
"Limerick, Ireland",161,Petrol 50L ,100
"Limerick, Ireland",161,Utility Bills ,170.45
"Limerick, Ireland",161,Internet 60mbps ,67.62
"Limerick, Ireland",161,Gym Monthly ,56.2
"Limerick, Ireland",161,Cinema Ticket,8.69
"Limerick, Ireland",161,Levi 501 Jeans ,47.29
"Limerick, Ireland",161,Summer dress ,34.07
"Limerick, Ireland",161,Nike Runners ,86.06
"Bristol, United Kingdom",162,Food,162.55
"Bristol, United Kingdom",162,Public Transport,102.58
"Bristol, United Kingdom",162,Petrol 50L ,98
"Bristol, United Kingdom",162,Utility Bills ,261.88
"Bristol, United Kingdom",162,Internet 60mbps ,41.46
"Bristol, United Kingdom",162,Gym Monthly ,35.94
"Bristol, United Kingdom",162,Cinema Ticket,12.3
"Bristol, United Kingdom",162,Levi 501 Jeans ,86.1
"Bristol, United Kingdom",162,Summer dress ,35.81
"Bristol, United Kingdom",162,Nike Runners ,77.31
"Brighton, United Kingdom",163,Food,166.45
"Brighton, United Kingdom",163,Public Transport,100.55
"Brighton, United Kingdom",163,Petrol 50L ,97.5
"Brighton, United Kingdom",163,Utility Bills ,253.22
"Brighton, United Kingdom",163,Internet 60mbps ,36.9
"Brighton, United Kingdom",163,Gym Monthly ,43.62
"Brighton, United Kingdom",163,Cinema Ticket,15.25
"Brighton, United Kingdom",163,Levi 501 Jeans ,73.34
"Brighton, United Kingdom",163,Summer dress ,40.74
"Brighton, United Kingdom",163,Nike Runners ,81.8
"Bologna, Italy",164,Food,175.25
"Bologna, Italy",164,Public Transport,37.41
"Bologna, Italy",164,Petrol 50L ,103.5
"Bologna, Italy",164,Utility Bills ,229.79
"Bologna, Italy",164,Internet 60mbps ,29.83
"Bologna, Italy",164,Gym Monthly ,55.29
"Bologna, Italy",164,Cinema Ticket,9.48
"Bologna, Italy",164,Levi 501 Jeans ,79.38
"Bologna, Italy",164,Summer dress ,27.84
"Bologna, Italy",164,Nike Runners ,83.99
"York, United Kingdom",165,Food,173.05
"York, United Kingdom",165,Public Transport,70.73
"York, United Kingdom",165,Petrol 50L ,95
"York, United Kingdom",165,Utility Bills ,301.9
"York, United Kingdom",165,Internet 60mbps ,31.37
"York, United Kingdom",165,Gym Monthly ,51.25
"York, United Kingdom",165,Cinema Ticket,12.29
"York, United Kingdom",165,Levi 501 Jeans ,69.96
"York, United Kingdom",165,Summer dress ,35.82
"York, United Kingdom",165,Nike Runners ,84.56
"Karlsruhe, Germany",166,Food,166.08
"Karlsruhe, Germany",166,Public Transport,70.6
"Karlsruhe, Germany",166,Petrol 50L ,115.5
"Karlsruhe, Germany",166,Utility Bills ,237.95
"Karlsruhe, Germany",166,Internet 60mbps ,38.75
"Karlsruhe, Germany",166,Gym Monthly ,39.14
"Karlsruhe, Germany",166,Cinema Ticket,10.54
"Karlsruhe, Germany",166,Levi 501 Jeans ,94.13
"Karlsruhe, Germany",166,Summer dress ,43.03
"Karlsruhe, Germany",166,Nike Runners ,91.91
"Raleigh, United States of America",167,Food,176.21
"Raleigh, United States of America",167,Public Transport,20
"Raleigh, United States of America",167,Petrol 50L ,57
"Raleigh, United States of America",167,Utility Bills ,188.64
"Raleigh, United States of America",167,Internet 60mbps ,66.42
"Raleigh, United States of America",167,Gym Monthly ,37.09
"Raleigh, United States of America",167,Cinema Ticket,12
"Raleigh, United States of America",167,Levi 501 Jeans ,46.1
